"License Number","License Type","Name of Program","AddressLine1","AddressLine2","AddressLine3","City","State","Zip","County","Phone","License Status","License Holder","Capacity","Type Of License","Restrictions","Services","Licensing Authority","Initial Effective Date","Current Effective Date","Expiration Date","License Holder Lives Onsite","EmailAddress",
"1093196","Child Care Center","Active Child Care Center, Inc","2000 Plymouth Ave N","","","Minneapolis","MN","55411-3713","Hennepin","(612) 353-4453","Active","Active Child Care Center Inc.","111","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","09/24/2018","01/01/2026","12/31/2026","   ","",
"1104084","Home and Community Based Services","Advantage HomeHealth LLC","1007 W BROADWAY AVE # 100","","","Minneapolis","MN","55411-2503","Hennepin","(612) 524-8828","Active","Advantage Home Health LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Integrated Community Supports : Integrated Community Supports    ","None","","Minnesota Department of Human Services","03/27/2020","01/01/2025","12/31/2025","   ","",
"830242","Child Care Center","Agape I Child Development Center","2304 Emerson Ave N","","","Minneapolis","MN","55411-2050","Hennepin","(612) 287-9775","Active","Agape Child Development Center","128","Ages Served: Infants Toddlers Preschool School-Age","Open 24 Hours a Day","Services: Day Program, Night Care Program","Minnesota Department of Human Services","08/01/1997","01/01/2026","12/31/2026","   ","",
"1087704","Child Care Center","Apple Child Care Center Inc","3110 Emerson Ave N","","","Minneapolis","MN","55411-1366","Hennepin","(612) 395-5215","Active","Apple Child Care Center Inc.","82 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","11/27/2017","01/01/2026","12/31/2026","   ","",
"1116684","Child Care Center","Ascension Catholic School","1726 DuPont Ave N","","","Minneapolis","MN","55411-3219","Hennepin","(612) 436-0219","Active","The Church of the Ascension of Minneapolis, Minnesota","20 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","02/21/2023","01/01/2026","12/31/2026","   ","",
"1113943","Home and Community Based Services","Bakari Home Services LLP","321 24TH AVE N","","","Minneapolis","MN","55411-2169","Hennepin","(402) 889-7868","Active","Bakari Home Services LLP","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","01/04/2024","01/01/2026","12/31/2026","   ","Bakarihomeservices@gmail.com",
"1009058","Family Child Care","Bodden Billie F","1714 Thomas Place N","","","Minneapolis","MN","55411-3952","Hennepin","(612) 377-4710","Active","Billie F Bodden","12 ","Residential Dwelling","None","Family Child Care","Hennepin County Human Services & Public Health Dept","12/11/2000","01/01/2026","12/31/2026","Yes","",
"1039633","Family Child Care","Boyd Sally","1317 Morgan Ave N","","","Minneapolis","MN","55411-3009","Hennepin","(612) 386-8729","Active","Sally L Boyd","14 ","Residential Dwelling","None","Family Child Care","Hennepin County Human Services & Public Health Dept","12/06/2005","01/01/2026","12/31/2026","No ","",
"1121666","Substance Use Disorder Treatment","Bridgeway LLC","1501 W BROADWAY AVE","","","Minneapolis","MN","55411-2473","Hennepin","(507) 405-6608","Closed as of 12/11/2025","Bridgeway LLC","   "," Non-Residential Treatment - ages 18 and older; Gender: Either; Satellite Location(s):","None","Specializing in: the Treatment of Persons with a Substance Use and Mental Health Disorder; Approved Rate Enhancements: ","Minnesota Department of Human Services","08/05/2024","01/01/2025","12/31/2025","   ","",
"229667","Family Child Care","Chang Zang Xiong dba LUCKY FAMILY DAYCARE INC","2903 PENN AVE N","","","Minneapolis","MN","55411-1119","Hennepin","(612) 522-3965","Active","Zang  Chang","14 ","Residential Dwelling","This program operates under the registered dba name LUCKY FAMILY DAYCARE INC; This license supersedes the previously issued license that was set to expire in 2025.","Family Child Care","Hennepin County Human Services & Public Health Dept","12/16/1997","01/01/2026","12/31/2026","Yes","",
