"License Number","License Type","Name of Program","AddressLine1","AddressLine2","AddressLine3","City","State","Zip","County","Phone","License Status","License Holder","Capacity","Type Of License","Restrictions","Services","Licensing Authority","Initial Effective Date","Current Effective Date","Expiration Date","License Holder Lives Onsite","EmailAddress",
"1034198","Family Child Care","Aanestad Barbara J & Aanestad Joyce M","6670 Channel Rd","","","Fridley","MN","55432-4655","Anoka","(763) 571-0164","Active","Barbara J Aanestad AND Joyce M Aanestad","14 ","Residential Dwelling","None","Family Child Care","Anoka County Human Services","01/20/2005","01/01/2026","12/31/2026","Yes","",
"1107479","Home and Community Based Services","Abilities Home Health Care LLC","7691 CENTRAL AVE NE STE 202","","","Fridley","MN","55432-3581","Anoka","(763) 250-7429","Active","Abilities Home Health Care LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Positive supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","02/05/2021","01/01/2026","12/31/2026","   ","",
"1097457","Home and Community Based Services","Absolute Home Care LLC","7273 COMMERCE CIR W","","","Fridley","MN","55432-3110","Anoka","(651) 399-6834","Active","Absolute Home Care, LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","01/01/2019","01/01/2026","12/31/2026","   ","",
"1125850","Substance Use Disorder Treatment","Access to Recovery LLC","7922 UNIVERSITY AVE NE","","","Fridley","MN","55432-1860","Anoka","(763) 233-5525","Active","Access to Recovery LLC","   "," Non-Residential Treatment - ages 18 and older; Gender: Either; Satellite Location(s):","None","Specializing in: the Treatment of Persons with a Substance Use and Mental Health Disorder; Approved Rate Enhancements: ","Minnesota Department of Human Services","10/22/2025","01/01/2026","12/31/2026","   ","",
"1114712","Home and Community Based Services","ACCESSIBLE CARE INC","1250 MOORE LAKE DR E # 14B","","","Fridley","MN","55432-5134","Anoka","(612) 479-2085","Active","ACCESSIBLE CARE INC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","10/04/2024","01/01/2026","12/31/2026","   ","",
"1017825","Child Care Center","Al Amal Preschool","1401 Gardena Ave NE Rm 103","","","Fridley","MN","55432-5815","Anoka","(763) 571-8886","Active","Al-Amal School","50 ","Ages Served: Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","08/30/2002","01/01/2026","12/31/2026","   ","",
"808936","Substance Use Disorder Treatment","Allina Health Inpatient Addiction Trmt Mercy Hospital Unity Campus","550 OSBORNE RD NE # 2","","","Minneapolis","MN","55432-2718","Anoka","(763) 236-4506","Active","Allina Health System","   ","Residential Treatment - Capacity: 24; serving ages18 and older; Gender: Either ; Satellite Location(s):","None","Specializing in: Medication Assisted Treatment; the Treatment of Persons with a Substance Use and Mental Health Disorder; Approved Rate Enhancements: Co-occurring Disorders; ","Minnesota Department of Human Services","03/01/1995","01/01/2026","12/31/2026","   ","",
"808935","Substance Use Disorder Treatment","Allina Health Outpatient Addiction Services Mercy Hospital Unity Campu","520 OSBORNE RD NE STE 120","","","Fridley","MN","55432-2718","Anoka","(763) 236-4300","Active","Allina Health System","   "," Non-Residential Treatment - ages 18 and older; Gender: Either; Satellite Location(s):","None","Specializing in: the Treatment of Persons with a Substance Use and Mental Health Disorder; Approved Rate Enhancements: Co-occurring Disorders; ","Minnesota Department of Human Services","03/01/1995","01/01/2026","12/31/2026","   ","",
"1107165","Home and Community Based Services","Alpha HealthCare Services ","7671 CENTRAL AVE NE STE 206","","","Fridley","MN","55432-3542","Anoka","(763) 229-5470","Active","Alpha HealthCare Services","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Integrated Community Supports : Integrated Community Supports    ","None","","Minnesota Department of Human Services","01/04/2021","01/01/2026","12/31/2026","   ","alphahcservices@gmail.com",
"1123185","Family Child Care","Amuma Wakete Wodajo","7451 JACKSON ST NE","","","Fridley","MN","55432-3210","Anoka","(763) 318-5532","Active","Wakete Wodajo Amuma","10 ","Residential Dwelling","No transporting of children under age eight.    ","Family Child Care","Anoka County Human Services","10/15/2024","01/01/2026","12/31/2026","Yes","",
"1052132","Adult Foster Care","Anderson Kerry","219 LOGAN PKWY NE","","","Fridley","MN","55432-3056","Anoka","(612) 805-8385","Active","Kerry A Anderson","4  ","Age: 18 years of age and older, Gender: Either","None","Adult Foster Care","Anoka County Human Services","08/08/2008","08/01/2025","07/31/2027","Yes","",
"1072187","Home and Community Based Services - Community Residential Setting","At Home Living Facilities","7929 Jackson St NE","Jackson House ","","Spring Lake Park","MN","55432-1963","Anoka","(763) 331-0699","Active","At Home Living Facilities Metro Inc","4  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1072182; and providing Community Residential Setting: Respite care services, out-of-home; Crisis respite, out-of-home; Foster Care services or supported living services  * Certification: Adult Mental Health Certification - Site/Service Specific  ","None","","Anoka County Human Services","07/01/2014","10/01/2024","09/30/2026","No ","",
