"License Number","License Type","Name of Program","AddressLine1","AddressLine2","AddressLine3","City","State","Zip","County","Phone","License Status","License Holder","Capacity","Type Of License","Restrictions","Services","Licensing Authority","Initial Effective Date","Current Effective Date","Expiration Date","License Holder Lives Onsite","EmailAddress",
"1113448","Home and Community Based Services","AAA CARE CENTER INC","2040 DOUGLAS DR N STE 204","","","Golden Valley","MN","55422-3944","Hennepin","(651) 410-7777","Active","AAA CARE CENTER INC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Positive supports; Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","04/25/2023","01/01/2026","12/31/2026","   ","ha.abdiqadir@gmail.com",
"1114539","Home and Community Based Services","ABBA home health Care LLC ","1710 DOUGLAS DR N STE 224R","","","Golden Valley","MN","55422-4361","Hennepin","(763) 436-6726","Active","ABBA home health care LLC","   ","Basic Support Services: Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","10/08/2024","01/01/2025","12/31/2025","   ","abbahomehcare@gmail.com",
"1098559","Home and Community Based Services - Community Residential Setting","AbleLight Frontenac","4951 FRONTENAC AVE","","","Minneapolis","MN","55422-4101","Hennepin","(763) 292-5670","Active","AbleLight","4  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1070397; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","01/28/2019","01/01/2024","12/31/2025","No ","",
"1068318","Home and Community Based Services - Residential Services Facility","ACR Home on Robin","4404 Robin Ave","","","Robbinsdale","MN","55422     ","Hennepin","(763) 535-1022","Active","ACR Homes Inc","6  ","This residential facility license is a satellite operating under 245D-HCBS Program License Number 1068269; and providing ","None","","Minnesota Department of Human Services","01/01/2014","01/01/2026","12/31/2026","   ","",
"1068308","Home and Community Based Services - Community Residential Setting","ACR Homes, Inc.","1001 Toledo Ave North","","","Golden Valley","MN","55422-0000","Hennepin","(763) 588-7046","Active","ACR Homes Inc","4  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1068269; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","07/01/2014","07/01/2024","06/30/2026","No ","",
"830260","Child Care Center","All God's Children Learning Center","4735 Bassett Creek Dr","","","Minneapolis","MN","55422     ","Hennepin","(763) 588-7327","Closed as of 09/04/2025","Valley of Peace Evangelical Lutheran Church","84 ","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/01/1997","01/01/2025","12/31/2025","   ","",
"1068382","Home and Community Based Services - Community Residential Setting","AME Community Services-Lilac Drive","1140 Lilac Drive"," "," ","Golden Valley","MN","55422-4620","Hennepin","(763) 529-9137","Active","AME Community Services Inc","4  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1068370; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","07/01/2014","10/01/2024","09/30/2026","No ","",
"1104563","Home and Community Based Services","Anytime Home Care, LLC","1710 DOUGLAS DR N # 274","","","Golden Valley","MN","55422-4327","Hennepin","(763) 501-0564","Active","Anytime Home Care LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","04/27/2020","01/01/2026","12/31/2026","   ","",
"1123340","Home and Community Based Services - Community Residential Setting","Beacon Specialized Living Minnesota Inc","3065 GLENDEN TER","","","Golden Valley","MN","55422-2721","Hennepin","(612) 998-0736","Active","Beacon Specialized Living Minnesota Inc","1  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1070450; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","03/10/2024","03/01/2025","02/28/2027","No ","",
"1126803","Home and Community Based Services - Community Residential Setting","Beacon Specialized Living Minnesota Inc","4438 TOLEDO AVE N","","","Robbinsdale","MN","55422-1142","Hennepin","(651) 661-6577","Active","Beacon Specialized Living Minnesota Inc","2  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1070450; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","01/08/2025","01/08/2025","12/31/2025","No ","",
